userid,Average Screen Time,Average Spent on App (INR),Ratings,New Password Request,Last Visited Minutes,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Day_32,Day_33,Day_34,Day_35,Day_36,Day_37,Day_38,Day_39,Day_40,Day_41,Day_42,Day_43,Day_44,Day_45,Day_46,Day_47,Day_48,Day_49,Day_50,Day_51,Day_52,Day_53,Day_54,Day_55,Day_56,Day_57,Day_58,Day_59,Day_60,Day_61,Day_62,Day_63,Day_64,Day_65,Day_66,Day_67,Day_68,Day_69,Day_70,Day_71,Day_72,Day_73,Day_74,Day_75,Day_76,Day_77,Day_78,Day_79,Day_80,Day_81,Day_82,Day_83,Day_84,Day_85,Day_86,Day_87,Day_88,Day_89,Day_90,is_churned,total_days_active,avg_daily_usage,std_dev_daily_usage,early_usage_avg,late_usage_avg,drop_in_usage,review,left_review
2000,18.0,638.0,8.0,8,204,0.0,266.56,0.0,0.0,0.0,230.8,190.67,0.0,141.02,0.0,64.95,0.0,190.88,449.8,0.0,0.0,178.95,0.0,309.14,0.0,0.0,165.12,0.0,0.0,0.0,84.29,48.61,0.0,0.0,89.19,0.0,0.0,0.0,0.0,0.0,108.72,0.0,0.0,0.0,0.0,0.0,0.0,261.39,0.0,182.58,32.95,9.61,42.72,0.0,239.36,0.0,153.03,0.0,41.76,0.0,0.0,61.51,0.0,136.83,0.0,0.0,411.84,0.0,0.0,0.0,0.0,0.0,0.0,79.95,0.0,0.0,0.0,244.45,0.0,0.0,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.06,88.04,28.31,0.0,0.0,297.39,0.0,32.0,55.25344444444446,99.75912097818212,80.33266666666667,43.07899999999999,37.25366666666668,Needs improvement.,1
2001,24.0,850.0,10.0,3,4863,16.8,436.66,47.17,0.0,0.0,15.52,0.0,0.0,394.24,0.0,229.33,0.0,239.83,54.62,0.0,0.0,0.0,0.0,259.08,95.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,43.58,150.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.71,0.0,135.64,32.78,70.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,31.80633333333333,88.79249755038967,59.63199999999999,0.0,59.63199999999999,,0
2002,9.0,90.0,0.0,2,453,195.57,198.96,74.41,0.0,99.63,0.0,198.04,181.16,86.65,40.79,30.32,38.02,0.0,148.36,136.62,0.0,151.56,142.31,0.0,73.89,6.9,72.68,0.0,10.86,0.0,85.69,0.0,37.55,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.360888888888887,51.43289867989874,66.999,0.0,66.999,,0
2003,1.0,94.0,5.0,5,42101,193.76,171.6,120.23,0.0,41.42,352.28,150.87,44.68,184.1,124.38,19.07,269.68,15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.21,0.0,253.72,49.85,0.0,170.78,101.55,0.0,0.0,17.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14,0.0,41.58,127.25,0.0,0.0,12.14,0.0,35.31,0.0,91.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.84,47.64,16.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82,0.0,0.0,1.0,28.0,31.82111111111112,68.31556067406775,69.604,8.633999999999999,60.97,Buggy and slow.,1
2004,6.0,61.0,4.0,1,3506,87.78,167.68,134.76,105.48,106.82,88.87,67.76,109.58,113.09,52.59,91.17,63.51,102.63,83.25,89.21,51.85,75.89,70.81,26.2,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,18.842888888888893,39.17399459124263,56.52866666666668,0.0,56.52866666666668,Too many ads.,1
2005,25.0,838.0,8.0,8,3445,0.0,0.59,341.41,69.82,355.97,168.44,0.0,342.13,31.24,400.96,0.0,0.0,0.0,255.46,72.31,0.0,20.81,237.6,119.91,170.35,0.0,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.75,0.0,0.0,0.0,0.0,0.0,57.71,0.0,0.0,0.0,50.14,14.7,0.0,0.0,0.0,0.0,6.84,46.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,32.557,86.4082379480157,86.498,0.0,86.498,,0
2006,0.0,54.0,4.0,8,24008,104.69,96.02,0.0,182.04,159.57,33.08,98.99,87.18,105.85,56.44,115.56,140.1,177.07,73.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.22,144.13,21.51,190.23,48.19,237.38,112.85,70.79,18.97,106.07,0.0,7.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.42,0.0,0.0,0.0,0.0,26.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,27.89022222222221,54.33774006577455,54.64366666666665,0.0,54.64366666666665,,0
2007,2.0,93.0,2.0,13,18525,49.27,129.82,186.68,168.35,163.07,53.99,59.31,117.22,129.89,201.84,122.94,125.87,7.39,172.45,0.0,68.28,211.16,136.19,98.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.57,80.85,74.8,41.65,0.61,66.31,37.12,0.0,0.0,58.13,62.8,0.35,0.0,47.04,62.48,73.09,4.44,8.39,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78,105.01,0.0,51.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.87,0.0,0.0,0.0,28.22,1.0,39.0,35.918555555555564,56.06546245160749,73.41600000000001,9.765333333333334,63.65066666666668,,0
2008,19.0,917.0,10.0,5,3258,138.31,152.07,88.23,87.78,142.17,61.16,115.5,22.49,71.52,68.96,107.58,84.03,83.13,95.12,119.64,87.98,11.24,109.78,74.82,83.59,49.38,75.47,52.34,83.36,70.22,78.72,98.88,8.47,24.35,93.62,43.46,30.06,72.68,32.67,73.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,29.91577777777776,43.57617651309743,81.3303333333333,0.0,81.3303333333333,Very user-friendly.,1
2009,3.0,30.0,1.0,11,27561,130.04,0.0,110.55,0.0,110.13,0.0,87.57,0.0,87.68,0.0,82.82,69.26,73.99,0.0,62.67,58.03,57.4,0.0,51.88,39.51,34.66,0.0,0.0,26.85,17.35,0.0,8.32,14.84,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,12.518666666666665,29.41518885339509,37.55599999999999,0.0,37.55599999999999,,0
